Speaker,Sentences
[OTH],"What the hell do you think you're doing in school eatin' Salisbury steak?! Go find him, damn it!"
[OTH],Mr. Garrison won't let us out of school. He thinks we're making it up.
Cartman,You are making it up.
[OTH],Whoa!
Cartman,What?
[OTH],That was cool!
[OTH],"It's uh some kind of symbiotic, metamorphosis device."
[OTH],This could mean the Visitors want to communicate with us.
Cartman,"Oh, I see. Now you're going to join in on the little joke huh?"
[OTH],"It's no joke, children, this is big!"
[OTH],"Please, Chef, if I don't get out of school and get my little brother back from the aliens, my parents are gonna disown me."
[OTH],"Uuh, hold on now, hold on now. Uhyouyouyou you gotta help the children."
Cartman,"Oh, you guys sure are going a long ways to try and scare me. I want my Salisbury steak!"
[OTH],"Fire drill! Fire drill! Everybody out! Okay children, this is your chance!"
[OTH],"Killer! Thanks, Chef."
[OTH],"Mahahahahan oh man, first contact with the alien Visitors. I've got to get myself ready."
[OTH],"We got out of school,
No more school today,
We got out of school..."
Cartman,"Oh!! You guys, my ass, seriously..!"
[OTH],"Okay, Cartman, you can stop farting fire now."
Cartman,"I would if I could, you son of a bitch!"
[OTH],"Okay, so how do we get my little brother back?"
Cartman,"Uh—Would you stop going on about your little brother? I know it was just a dream, I know I didn't have an anal probe, and I know that I'm not under alien control!"
Cartman,"I love to singa,
About the moon-a and the June-a and the springa,
I love to sing-a,
About a sky of blue-a or a tea for two-a..."
[OTH],What the hell was that?
[OTH],He is under alien control. That thing in his butt is linked up to the Visitors!
Cartman,"Ah, son of a bitch!"
Cartman,"You guys, shut up. I'm not under alien control."
[OTH],Hey!
Cartman,Uh...
[OTH],If you Visitors can hear me-
Cartman,Hey...
[OTH],"-bring me back my little brother, God damnit!"
Cartman,"Ow! That hurts, you buttlicker!"
[OTH],"Kyle, look! It's them."
[OTH],Give me back my brother!
[OTH],Oh my God! They've killed Kenny!
[OTH],You bastards! Come back here! Coomme baack!
[OTH],"Damn it, we were so close!"
[OTH],"Hey look, I think Kenny's okay."
[OTH],"(Don't worry, I'm alright. Argh!)"
[OTH],Owww.
[OTH],"(Nope, I'm all fine. Agh!)"
[OTH],"Wow, poor Kenny."
[OTH],"Now do you believe us, Cartman?"
Cartman,No!
[OTH],"Cartman, they killed Kenny!"
Cartman,He's not dead.
[OTH],"Dude, Kenny is dead!"
[OTH],See?
Cartman,"Shut up, you guys."
[OTH],"He's dead, Cartman!"
Cartman,"God damn it, I didn't have an anal probe! Screw you guys, I'm goin' home."
[OTH],"Go on and go home, you fat chicken!"
Cartman,Dildo!
[OTH],"You're all I have left, Stan."
[OTH],"Sorry, dude. I gotta go meet Wendy Testaburger."
[OTH],"You can't! Poor Ike must be so scared, up there all alone. You gotta help me, dude!"
[OTH],"Dude, like Chef says, I've gotta get a piece of lovin' while the gettin's hot."
[OTH],Rats.
Cartman,"Hello, Eric."
Cartman,"Hi, Mom."
[OTH],How are you doing?
Cartman,"Well, I'm pissed off!"
[OTH],"Here, I made you powdered donut pancake surprise."
Cartman,I don't want powdered donut pancake surprise. All the kids at school call me fat!
[OTH],"You're not fat, you're big boned."
Cartman,That's what I said.
[OTH],"You can have an eensy weensy bit, can't you?"
Cartman,No!
[OTH],Just a weensy eensy woo woo?
Cartman,"No, leave me alone mom!"
[OTH],"How about a nice chocolate chicken pot pie, then?"
Cartman,"What? Well, that does sound pretty good."
Cartman,"Uh, Mom?"
[OTH],"Yes, hon?"
Cartman,"If anybody calls or comes over, I'm not here, okay?"
[OTH],"Sure, hon. You want some Cheesy Poofs, too?"
Cartman,"Yeah, I want Cheesy Poofs."
[OTH],"Well, it looks like she's not going to show up, Stan. Let's go look for the Visitors now."
[OTH],But her note said she'd be here.
[OTH],"Hi, Stan."
[OTH],Bleech!
[OTH],Eww!
[OTH],"You can't talk to Stan, Wendy. He throws up when you do."
[OTH],"But why, Stan?"
[OTH],Bleech!
[OTH],Eww!
[OTH],"Look, can you guys just get down to business so we can go find my little brother?"
[OTH],Huh?
[OTH],Just make sweet love down by the fire.
[OTH],What happened to your little brother?
[OTH],"As the reports of UFO sightings increase, more mysterious crop circle patterns are appearing in fields all around South Park. These crop circles, when viewed from above, form strange patterns."
Cartman,"Hey, that kind of looks like... Tom Selleck."
[OTH],"Could it be that aliens are trying to make contact with us, here on Earth?"
[OTH],Meow.
Cartman,"No, Kitty, this is mah pot pie."
[OTH],Meow.
Cartman,"No, Kitty, you bad kitt--!"
[OTH],Meow.
Cartman,"No, Kitty, it's mah pot pie!"
Cartman,Mom! Kitty's being a dildo!
[OTH],"Well, then. I know a certain kitty-kitty who's sleeping with Mommy tonight!"
Cartman,What?
[OTH],...and now I have to go home without him and my parents are going to have me killed.
[OTH],"Well, why don't you go get the fat kid?"
[OTH],Why?
[OTH],"Well, if the fat kid has something implanted in his ass, maybe the Visitors are using him as part of their plan. You should use the fat kid as bait to bring them back."
[OTH],"Hey. You're right, Wendy. Come on, Stan, we have to go get Cartman."
[OTH],"Come on, Stan."
[OTH],Bleech!
[OTH],Eww!
[OTH],"Hey, wait. When do I get to make sweet love?"
[OTH],Meow.
Cartman,"No, Kitty, you can't have any!"
[OTH],Meow.
Cartman,"No, Kitty, this is mah pot pie! Bad Kitty--!"
Cartman,"Eh, 'scuse me, Kitty."
[OTH],"Eric, look who's here."
Cartman,"Dude, weak mom."
[OTH],"Come on Eric, we can go play at the bus stop."
Cartman,"I can't, my mom said..."
[OTH],"That's okay, Eric, I think you need to go spend time with your little friends."
Cartman,"But mom, I don't want to spend time with my little friends--"
[OTH],"Don't be difficult, Eric! Now, you go out and play in the fun snow."
Cartman,God damn it!
Cartman,"You guys, I have to get home."
[OTH],"Don't be such a fraidy-cat, Cartman. This rope will make sure they can't take you on board again."
Cartman,"Oh, man, this sucks."
[OTH],How come the Visitors aren't coming for him?
[OTH],I think we have to signal them somehow.
Cartman,Ow!
[OTH],"Hey, he's like Rudolph."
[OTH],"Yeah! All you have to do is fart some more, Cartman, and the Visitors are sure to come!"
Cartman,"Really? Uh, I don't think I have to fart anymore tonight."
[OTH],Sure you do!
[OTH],"Come on Cartman, fart!"
Cartman,I don't wanna.
[OTH],He can't hold it in forever.
[OTH],"Fart, damn you!"
Cartman,"Okay, that's does it! Now listen! Why is it that everything today has involved things either going in or coming out of my ass?!"
Cartman,I'm sick of it! It's completely immature.
[OTH],"Hey, it's happening again."
[OTH],"Whoa, look at that."
[OTH],"Now, do you believe us, Cartman?"
Cartman,You guys can't scare me! I know you're making it all up.
[OTH],"Cartman, there's a 80-foot satellite dish sticking out of your ass!"
Cartman,"Sure, you guys, what-ever."
[OTH],"Oh, boy. The aliens are going to make first contact. Hey, down here, we are ready for your wisdom! And you've only got 20 minutes before Sanford and Son is on."
Cartman,"You guys, I am seriously getting pissed off right now! I know there is no such things as aliens!"
Cartman,"Oh, God damn it!"
[OTH],"What the? I tell you, there's some crazy stuff going on in this town."
[OTH],"You can say that again, Mr. Garrison."
[OTH],"Come down here, you stinking aliens!"
[OTH],"Uh, uh..."
[OTH],"Go on, Kyle, ask 'em for your little brother back."
[OTH],"Vi, Visitors, this morning you took my brother, Ike. He's the little freckled kid that looks like a football. At first, I was happy you took him away. But I've learned something today. That having a little brother... i- is a pretty special thing."
[OTH],Yeah.
[OTH],"Ah, heck, Mr. Visitors, I'm just a kid all alone in this crazy world, but if you could find it in your hearts or whatever you have, to give my brother back to me, it sure would make my life brighter again."
[OTH],"That was beautiful, dude."
[OTH],Did it work?
[OTH],"No, they're leaving."
[OTH],"Hey, you scrawny-eyed shits, what the fuck is wrong with you?! You must be some kind of fucking asshole to be able to ignore a crying child!"
[OTH],"Whoa, dude!"
[OTH],You know what you fuckers like! You like to fuck! And shit! And fuck! And fuck! And fuck!
[OTH],"Hey Wendy, what's a fuck?"
[OTH],Help me doy tair.
[OTH],"Ike, jump down, now! For the love of God, Ike, jump!"
[OTH],Don't hurt me.
[OTH],"Moo... Moo...Moo moo, moo moo... (Greetings, cows of Earth. We come in peace.)"
[OTH],Moo?? (Really??)
[OTH],"Come on, Ike! I promise I'll be nice to you from now on!"
[OTH],Don't kick the baby.
[OTH],"Moo moo, moo. Moo moo, moo. Moo. (We have experimented with all the beings of Earth, and we have learned that you are the most intelligent and wise.)"
Cartman,What the hell are they talking about?
[OTH],Moo moo? (Why did you turn some of us inside out?)
[OTH],"Moo moo, moo. Moo. (Oh, that was Carl's fault. He's new.)"
[OTH],"Moo...moo...moo moo. (Yeah, sorry about that. My bad!)"
[OTH],Ike!
[OTH],Moo moo. Moo moo. Moo. (Take this device. It is a gift from us.)
[OTH],Ike! Do your impersonation of David Caruso's career!
[OTH],It's my turn!
[OTH],"Moo moo. Moo moo. (Farewell cows, peace be with you!)"
Cartman,"You guys, get me down from here!"
Cartman,Ow! Help! Sons o' bitches! Dildos!
[OTH],"Phew, I'm sure glad that's over with."
[OTH],"Yeah. Boy, am I glad to see you, Ike."
[OTH],"Oh, he fly out the sky."
[OTH],"Wait, where are you going, alien Visitors? Come back!"
[OTH],"Well, Chef, where's this amazing thing you were going to show us."
[OTH],"Well, i- it's in the bedroom, ladies. Come on in."
[OTH],"Come on, Ike, we can make it just in time for dinner."
[OTH],"Thanks for your help, Wendy."
[OTH],"Whatever, dude."
[OTH],"Hey, I didn't throw up."
[OTH],Cool!
[OTH],Bleech!
[OTH],Eww!
[OTH],Sorry.
[OTH],"Hey, look. A French fry."
[OTH],Cool.
[OTH],And what is that?
[OTH],I think it's part of a Cheesy Poof.
[OTH],"Hey, what's that?"
[OTH],"That's uummm... a hamburger from... that's from, like, two days ago."
[OTH],"Oh hey, what about that?"
[OTH],I don't know what the hell that is...
[OTH],"Gee, the bus'll be here any minute, and Cartman still isn't around."
[OTH],"Yeah, we're running out of friends."
[OTH],I wonder what that thing was that the Visitors gave the cows.
[OTH],Mooo.
[OTH],Ha ha cows! I've got you cornered. Let's see you get away now.
[OTH],"I love to sing-a,
About the moon-a and the June-a and the Spring-a,
I love to sing-a,
About a sky of blue-a or a tea for two-a..."
Cartman,Puh!
[OTH],"Oh, hey Cartman."
[OTH],"Wow Cartman, the Visitors dropped you off just in time to go to school."
Cartman,"Ah, man, I had this crazy nightmare last night."
[OTH],"Really, what about?"
Cartman,"Well, I was standing out in a field, and I had this huge satellite dish sticking out of my butt. And then there was... hundreds of cows and aliens, and then I went up on the ship and Scott Baio gave me pinkeye."
[OTH],"That wasn't a dream, Cartman. That really happened."
Cartman,"Oh right, why don't I have pinkeye then?"
[OTH],"Cartman, you do have pinkeye!"
Cartman,"Ahh, son of a bitch!"
[OTH],"Hey Stan, did you see that rainbow this morning?"
[OTH],"Yeah, it was huge."
Cartman,"Ugh, I hate those things."
[OTH],Nobody hates rainbows.
[OTH],"Yeah, what's there to hate about rainbows?"
Cartman,"Well, you know, you'll just be sitting there, minding your own business, and they'll come, marching in and crawl up your leg and start biting the inside of your ass, and you'll be all like: ""HEY! GET OUT OF MY ASS YOU STUPID RAINBOWS!"""
[OTH],"Cartman, what the hell are you talking about?"
Cartman,"I'm talking about rainbows, I hate those friggin' things!"
[OTH],Rainbows are those little arches of color that show up during a rainstorm.
Cartman,"Ohh, rainbows. Oh yeah, I like those, those are cool."
[OTH],What were you talking about?
Cartman,"Huh? Oh, nothing, forget it."
[OTH],"No, what marches in, crawls up your leg and bites the inside of your ass?"
Cartman,Nothing..!
[OTH],"Children, children. Remember the 'Save Our Fragile Planet' essay contest that you children worked so hard on last month? One of our very own South Park students has won the national prize."
[OTH],"Wow, I knew I would win."
[OTH],"Gosh Mr. Garrison, this sure is exciting."
[OTH],"That's right Mr. Hat, the winner of the national 'Save Our Fragile Planet' contest is... Eric Cartman."
[OTH],What?
Cartman,What?
[OTH],"Congratulations Eric, on writing the award winning paper."
Cartman,Kick ass!
[OTH],"That's impossible, Cartman doesn't know a rain-forest from a Pop-Tart."
Cartman,"Yeah I do, Pop-Tarts are frosted."
[OTH],"Out of over a million papers, Eric's was chosen as the grand prize winner."
[OTH],"Wow, what did you write about Cartman?"
Cartman,"Oh, you know, this and that."
[OTH],He doesn't even know what he wrote about!
[OTH],What was your paper about Wendy?
[OTH],My paper was on the suffering of bottle-nose dolphins.
Cartman,"There you see, you shouldn't have written a paper about dolphins. Dolphins are stupid."
[OTH],"Dude, dolphins are like the second smartest animal on the planet."
Cartman,"Buh, hah, right, if they're so damn smart, how come they get caught in those fishing nets all the time?"
[OTH],What?
[OTH],"Wait, wait, there's more. It says here that Eric's trophy will be presented to him by...Kathie Lee Gifford?"
[OTH],Kathie Lee is coming to South Park?!
[OTH],And the presentation will be on national television.
[OTH],Television!
[OTH],Kathie Lee Gifford. I don't believe it.
[OTH],Kathie Lee Gifford in South Park! Oh my God! This is our chance to make a name for ourselves; to show that we're not just some piss-ant white-bread mountain town.
[OTH],"Better yet, it's a chance for you to get some publicity."
[OTH],"Yes! If I can show just how much I turned South Park around, I could become a Senator."
[OTH],Maybe even a State Senator.
[OTH],"Mayor, we should decorate the town square."
[OTH],"Then we should have the chef of the school cafeteria sing a song, and play up the ethnic diversity of our town."
[OTH],"That's right, he's a black guy isn't he?"
[OTH],"Black as the night itself, Mayor."
[OTH],Yes! And we can even have the children of South Park put on a little play. Kathie Lee loves children.
[OTH],If they're working in a sweat-shop that is.
[OTH],Ohhh.
[OTH],Ouch. Thank you.
Cartman,"You guys, guess what? After I'm on television, I'm gonna be totally famous."
[OTH],Hitler was famous too.
[OTH],Hello there children.
[OTH],"Hey, Chef."
[OTH],How are my little crackers today?
[OTH],Good.
[OTH],Did you all hear about the news? Kathie Lee Gifford is coming to South Park.
[OTH],"Yeah, cause Cartman cheated and won the environmental essay contest."
Cartman,Hey!
[OTH],Yeahyeh. Oh whatever. But the mayor just called and asked me to sing at the ceremony.
[OTH],"Wow, are you gonna do it?"
